Title,Offered by,Level,Rating,URL,Description,Skills
Learn SQL Basics for Data Science Specialization,University of California,Beginner,4.5,https://in.coursera.org/specializations/learn-sql-basics-data-science,"This Specialization is intended for a learner with no previous coding experience seeking to develop SQL query fluency. Through four progressively more difficult SQL projects with data science applications, you will cover topics such as SQL basics, data wrangling, SQL analysis, AB testing, distributed computing using Apache Spark, Delta Lake and more. These topics will prepare you to apply SQL creatively to analyze and explore data; demonstrate efficiency in writing queries; create data analysis datasets; conduct feature engineering, use SQL with other data analysis and machine learning toolsets; and use SQL with unstructured data sets.",Data Analysis Apache Spark Delta Lake SQL Data Science Sqlite A/B Testing Query String Predictive Analytics Presentation Skills Creating metrics Exploratory Data Analysis
Meta Database Engineer Professional Certificate,Meta,Beginner,4.6,https://in.coursera.org/professional-certificates/meta-database-engineer,"Want to get started in the world of database engineering? This program is taught by industry-recognized experts at Meta. You’ll learn the key skills required to create, manage and manipulate databases, as well as industry-standard programming languages and software such as SQL, Python, and Django. 

Upon completion, you’ll get access to the Meta Career Programs Job Board—a job search platform that connects you with 200+ employers who have committed to sourcing talent through Meta’s certificate programs, as well as career support resources to help you with your job search.

In this program, you’ll learn:

Core techniques and methods to structure and manage databases. 

Advanced techniques to write database driven applications and advanced data modeling concepts. 

MySQL database management system (DBMS) and data creation, querying and manipulation.

How to code and use Python Syntax

How to prepare for technical interviews for database engineer roles.

Any third-party trademarks and other intellectual property (including logos and icons) referenced in the learning experience remain the property of their respective owners. Unless specifically identified as such, Coursera’s use of third-party intellectual property does not indicate any relationship, sponsorship, or endorsement between Coursera and the owners of these trademarks or other intellectual property.","SQL and Python syntax Database management Database administration MySQL 
Tabular records Database (DBMS) Linux Web Development Bash (Unix Shell) Github 
Version Control Data Management"
CAD and Digital Manufacturing Specialization,Autodesk,Intermediate,4.7,https://in.coursera.org/specializations/cad-design-digital-manufacturing,"The future of making is here, bringing with it radical changes in the way things are designed, made, and used. And it’s disrupting every industry. With the right knowledge and tools, this disruption is your opportunity—whether you're an entrepreneur, designer, or engineer. 

Today’s dominant technology trends—cloud computing, mobile technology, social connection, and collaboration—are driving businesses and consumers alike to explore profoundly different ways to design, make, and use things. This kind of industry transformation has happened before, but the pace of change is now much faster. In today’s competitive landscape, anyone can be an innovator—and it’s all about who innovates first. 

Through this specialization, you will learn the foundations of product innovation and digital manufacturing while developing your technical skills within Autodesk® Fusion 360™.

Plus, by completing this Specialization, you’ll unlock an Autodesk Credential as further recognition of your success! The Autodesk Credential comes with a digital badge and certificate, which you can add to your resume and share on social media platforms like LinkedIn, Facebook, and Twitter. Sharing your Autodesk Credential can signal to hiring managers that you’ve got the right skills for the job and you’re up on the latest industry trends like digital manufacturing.

Looking for Autodesk Fusion 360 certification prep courses? Check out additional learning resources to help you uplevel your skills.",Computer-Aided Design (CAD) Autodesk Manufacturing Processes Sustainable Design Mechanical Design 3d modeling Autocad
Improve Your Java Code Using Amazon CodeGuru,AWS,Intermediate,4.9,https://in.coursera.org/learn/aws-improve-java-code-amazon-codeguru,"Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.

In this course, you’ll learn how to use CodeGuru Reviewer to detect issues and identify recommendations to improve the quality and security of your code. The course demonstrates how CodeGuru Reviewer finds code anomalies and explains how to understand and apply its automated suggestions.

Developed at the source, this new digital course empowers you to learn about Amazon CodeGuru from the experts at AWS whenever, wherever you want. Advance your skills and knowledge to build your future in the AWS Cloud. Enroll today!

Note: There are two versions of this course: ""Improve Your Java Code Using Amazon CodeGuru"" for Java developers and ""Improve Your Python Code Using Amazon CodeGuru"" for Python developers. The courses do for a large part, overlap and in general, we recommend that you take the course that focuses on the SDK you plan to use to develop your AWS Cloud based applications.",Amazon CodeGuru Reviewer
Improve Your Python Code Using Amazon CodeGuru,AWS,Intermediate,4.8,https://in.coursera.org/learn/aws-improve-python-code-amazon-codeguru,"Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with our new digital course, Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.

In this course, you’ll learn how to use CodeGuru Reviewer to detect issues and identify recommendations to improve the quality and security of your code. The course demonstrates how CodeGuru Reviewer finds code anomalies and explains how to understand and apply its automated suggestions.

Developed at the source, this new digital course empowers you to learn about Amazon CodeGuru from the experts at AWS whenever, wherever you want. Advance your skills and knowledge to build your future in the AWS Cloud. Enroll today!

Note: There are two versions of this course: ""Improve Your Java Code Using Amazon CodeGuru"" for Java developers and ""Improve Your Python Code Using Amazon CodeGuru"" for Python developers. The courses do for a large part, overlap and in general, we recommend that you take the course that focuses on the SDK you plan to use to develop your AWS Cloud based applications.",Amazon CodeGuru Reviewer
SAS Programmer Professional Certificate,SAS,Beginner,4.8,https://in.coursera.org/professional-certificates/sas-programming,"When you complete the SAS® Base Programming courses, you will have demonstrated skills in manipulating and transforming data, combining SAS data sets, creating basic detail and summary reports using SAS procedures and identifying and correcting data, syntax and programming logic errors.  These skills prepare you for the SAS® Base Programming Specialist certification exam. ",SAS Studio Import Data Reports Prepare Data SAS Programs
The AI Ladder: A Framework for Deploying AI in your Enterprise,IBM,Beginner,4.7,https://in.coursera.org/learn/ibm-ai-ladder-framework,"This course is intended for business and technical professionals involved in strategic decision-making focused on bringing AI into their enterprises. Through the use of a conceptual model called “The AI Ladder”, participants in this course will learn the requirements, terms and concepts associated with successfully developing and deploying AI solutions in their enterprises.  After completing this course you will be able to explain and describe each of the steps required to ensure success when you build and deploy AI solutions in your business enterprise.",Artificial Intelligence (AI) Management Analytics Innovation Leadership
DevOps on AWS: Release and Deploy,AWS,Intermediate,4.7,https://in.coursera.org/learn/devops-aws-release-deploy,"AWS provides a set of flexible services designed to enable companies to more rapidly and reliably build and deliver products using AWS and DevOps practices. These services simplify provisioning and managing infrastructure, deploying application code, automating software release processes, and monitoring your application and infrastructure performance. 

The third course in the series explains how to improve the deployment process with DevOps methodology, and also some tools that might make deployments easier, such as Infrastructure as Code, or IaC, and AWS CodeDeploy.

The course begins with reviewing topics covered in the first course of the DevOps on AWS series. You will learn about the differences between continuous integration, continuous delivery, and continuous deployment. In Exercises 1 and 2, you will set up AWS CodeDeploy and make revisions that will then be deployed. If you use AWS Lambda, you will explore ways to address additional considerations when you deploy updates to your Lambda functions.

Next, you will explore how infrastructure as code (IaC) helps organizations achieve automation, and which AWS solutions provide a DevOps-focused way of creating and maintaining infrastructure. In Exercise 3, you will be provided with an AWS CloudFormation template that will set up backend services, such as AWS CodePipeline, AWS CodeCommit, AWS CodeDeploy, and AWS CodeBuild. You will then upload new revisions to the pipeline.",Aws Continuous Integration Continuous Delivery Devops
Financial Technology (Fintech) Innovations Specialization,Michigan University,Beginner,4.7,https://in.coursera.org/specializations/financialtechnology,"This specialization is intended to familiarize learners with a broad range of financial technologies. While finance has always been at the forefront of technological innovation, the financial industry is changing rapidly in the face of new technology.  In the past, at the forefront of innovation in finance were central governments and financial institutions. Today, information technology firms and professionals are leading innovation in the financial industry.

Our goal is to show learners the genesis and use cases of the technology. We hope to familiarize professionals sufficiently with the technology that they can utilize and adapt the technologies in their careers.",Credit Technology Cryptocurrency Smart Investing Blockchain Payment Systems Processing payments Payment Processing Payment technology Value Propositions Decentralization algorithms Consensus algorithms Blockchain as a business solution
Data Science Specialization,Johns Hopkins University,Beginner,4.5,https://in.coursera.org/specializations/jhu-data-science,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.
This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, you’ll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material. ",Github Machine Learning R Programming Regression Analysis Data Science Rstudio Data Analysis Debugging Data Manipulation Regular Expression (REGEX) Data Cleansing Cluster Analysis
Linux and Bash for Data Engineering,Duke University,Intermediate,4.5,https://in.coursera.org/learn/linux-and-bash-for-data-engineering-duke,"In this second course of the Python, Bash and SQL Essentials for Data Engineering Specialization, you will learn the fundamentals of Linux necessary to perform data engineering tasks. Additionally, you will explore how to use both Bash and zsh configurations, and develop the syntax needed to interact and control Linux. These skills will allow you to manage and manipulate databases in a Bash environment.",Bash (Unix Shell) Database (DBMS) Data Management Linux
Fitting Statistical Models to Data with Python,Michigan University,Intermediate,4.4,https://in.coursera.org/learn/fitting-statistical-models-data-python,"In this course, we will expand our exploration of statistical inference techniques by focusing on the science and art of fitting statistical models to data. We will build on the concepts presented in the Statistical Inference course (Course 2) to emphasize the importance of connecting research questions to our data analysis methods. We will also focus on various modeling objectives, including making inference about relationships between variables and generating predictions for future observations.

This course will introduce and explore various statistical modeling techniques, including linear regression, logistic regression, generalized linear models, hierarchical and mixed effects (or multilevel) models, and Bayesian inference techniques. All techniques will be illustrated using a variety of real data sets, and the course will emphasize different modeling approaches for different types of data sets, depending on the study design underlying the data (referring back to Course 1, Understanding and Visualizing Data with Python).

During these lab-based sessions, learners will work through tutorials focusing on specific case studies to help solidify the week’s statistical concepts, which will include further deep dives into Python libraries including Statsmodels, Pandas, and Seaborn. This course utilizes the Jupyter Notebook environment within Coursera.",Bayesian Statistics Python Programming Statistical Model Statistical regression
Data Analytics in the Public Sector with R Specialization,Michigan University,Intermediate,Not available,https://in.coursera.org/specializations/data-analytics-in-the-public-sector-with-r,"Every government entity collects and stores millions of data points to perform administrative and legislative duties, allocate resources, and make decisions. Professionals in the public sector need the necessary skills to accurately interpret and inform administrators and policymakers about the meaning behind these data.

This Specialization will equip you with fundamental technical skills using the R programming language to gather, manipulate, analyze, visualize, and interpret data to inform public policy and public administrative functions. Throughout four courses, you will gain new skills using the popular tidyverse packages, such as dplyr for data manipulation and ggplot for visualization. You will identify and address common political and ethical challenges in data analysis, and better understand public administration and public policy concepts using hands-on activities with real-world data sets.

This course series is ideal for current or early-career professionals in the public sector looking to gain skills in analyzing public data effectively.

There are no prerequisites, though programming experience, ideally with the R language, and basic applied statistics knowledge are recommended. The Google Data Analytics Professional Certificate offers such foundational skills. You will earn a dual badge when you complete the Google Career Certificate and this Specialization. All coursework is completed in RStudio in Coursera without the need to install additional software",Data Analysis Ggplot2 Data Visualization (DataViz) Rstudio Public Policy 
Sports Performance Analytics Specialization,Michigan University,Intermediate,4.5,https://in.coursera.org/specializations/sports-analytics,"Sports analytics has emerged as a field of research with increasing popularity propelled, in part, by the real-world success illustrated by the best-selling book and motion picture, Moneyball. Analysis of team and player performance data has continued to revolutionize the sports industry on the field, court, and ice as well as in living rooms among fantasy sports players and online sports gambling. 

Drawing from real data sets in Major League Baseball (MLB), the National Basketball Association (NBA), the National Hockey League (NHL), the English Premier League (EPL-soccer), and the Indian Premier League (IPL-cricket), you’ll learn how to construct predictive models to anticipate team and player performance. You’ll also replicate the success of Moneyball using real statistical models, use the Linear Probability Model (LPM) to anticipate categorical outcomes variables in sports contests, explore how teams collect and organize an athlete’s performance data with wearable technologies, and how to apply machine learning in a sports analytics context. 

This  introduction to the field of sports analytics is designed for sports managers, coaches, physical therapists, as well as sports fans who want to understand the science behind athlete performance and game prediction. New Python programmers and data analysts who are looking for a fun and practical way to apply their Python, statistics, or predictive modeling skills will enjoy exploring courses in this series.",Sports Analytics Wearable Technologies 
"Foundations of Sports Analytics: Data, Representation, and Models in Sports",Michigan University,Intermediate,4.4,https://in.coursera.org/learn/foundations-sports-analytics,"This course provides an introduction to using Python to analyze team performance in sports. Learners will discover a variety of techniques that can be used to represent sports data and how to extract narratives based on these analytical techniques. The main focus of the introduction will be on the use of regression analysis to analyze team and player performance data, using examples drawn from the National Football League (NFL), the National Basketball Association (NBA), the National Hockey League (NHL), the English Premier LEague (EPL, soccer) and the Indian Premier League (IPL, cricket). 

This course does not simply explain methods and techniques, it enables the learner to apply them to sports datasets of interest so that they can generate their own results, rather than relying on the data processing performed by others.  As a consequence the learning will be empowered to explore their own ideas about sports team performance, test them out using the data, and so become a producer of sports analytics rather than a consumer.

While the course materials have been developed using Python, code has also been produced to derive all of the results in R, for those who prefer that environment.",Performance in Sport
Introduction to Designing Data Lakes on AWS,AWS,Intermediate,4.6,https://in.coursera.org/learn/introduction-to-designing-data-lakes-in-aws,"In this class, Introduction to Designing Data Lakes on AWS, we will help you understand how to create and operate a data lake in a secure and scalable way, without previous knowledge of data science! Starting with the ""WHY"" you may want a data lake, we will look at the Data-Lake value proposition, characteristics and components.

Designing a data lake is challenging because of the scale and growth of data. Developers need to understand best practices to avoid common mistakes that could be hard to rectify. In this course we will cover the foundations of what a Data Lake is, how to ingest and organize data into the Data Lake, and dive into the data processing that can be done to optimize performance and costs when consuming the data at scale. This course is for professionals (Architects, System Administrators and DevOps) who need to design and build an architecture for secure and scalable Data Lake components. Students will learn about the use cases for a Data Lake and, contrast that with a traditional infrastructure of servers and storage.",Data Science Analytics Big Data Data Lake Amazon Web Services (Amazon AWS)
Measuring Total Data Quality,Michigan University,Beginner,Not available,https://in.coursera.org/learn/measuring-total-data-quality,"By the end of this second course in the Total Data Quality Specialization, learners will be able to:

1. Learn various metrics for evaluating Total Data Quality (TDQ) at each stage of the TDQ framework.
2. Create a quality concept map that tracks relevant aspects of TDQ from a particular application or data source.
3. Think through relative trade-offs between quality aspects, relative costs and practical constraints imposed by a particular project or study.
4. Identify relevant software and related tools for computing the various metrics.
5. Understand metrics that can be computed for both designed and found/organic data.
6. Apply the metrics to real data and interpret their resulting values from a TDQ perspective.

This specialization as a whole aims to explore the Total Data Quality framework in depth and provide learners with more information about the detailed evaluation of total data quality that needs to happen prior to data analysis. The goal is for learners to incorporate evaluations of data quality into their process as a critical component for all projects. We sincerely hope to disseminate knowledge about total data quality to all learners, such as data scientists and quantitative analysts, who have not had sufficient training in the initial steps of the data science process that focus on data collection and evaluation of data quality. We feel that extensive knowledge of data science techniques and statistical analysis procedures will not help a quantitative research study if the data collected/gathered are not of sufficiently high quality.

This specialization will focus on the essential first steps in any type of scientific investigation using data: either generating or gathering data, understanding where the data come from, evaluating the quality of the data, and taking steps to maximize the quality of the data prior to performing any kind of statistical analysis or applying data science techniques to answer research questions. Given this focus, there will be little material on the analysis of data, which is covered in myriad existing Coursera specializations. The primary focus of this specialization will be on understanding and maximizing data quality prior to analysis.",Total Data Quality (TDQ) 
SQL for Data Science,University of California,Beginner,4.6,https://in.coursera.org/learn/sql-for-data-science,"As data collection has increased exponentially, so has the need for people skilled at using and interacting with data; to be able to think critically, and provide insights to make better decisions and optimize their businesses. This is a data scientist, “part mathematician, part computer scientist, and part trend spotter” (SAS Institute, Inc.). According to Glassdoor, being a data scientist is the best job in America; with a median base salary of $110,000 and thousands of job openings at a time. The skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in SQL, the standard language for communicating with database systems.

This course is designed to give you a primer in the fundamentals of SQL and working with data so that you can begin analyzing it for data science purposes. You will begin to ask the right questions and come up with good answers to deliver valuable insights for your organization. This course starts with the basics and assumes you do not have any knowledge or skills in SQL. It will build on that foundation and gradually have you write both simple and complex queries to help you select data from tables.  You'll start to work with different types of data like strings and numbers and discuss methods to filter and pare down your results. 

You will create new tables and be able to move data into them. You will learn common operators and how to combine the data. You will use case statements and concepts like data governance and profiling. You will discuss topics on data, and practice using real-world programming assignments. You will interpret the structure, meaning, and relationships in source data and use SQL as a professional to shape your data for targeted analysis purposes. 

Although we do not have any specific prerequisites or software requirements to take this course, a simple text editor is recommended for the final project. So what are you waiting for? This is your first step in landing a job in the best occupation in the US and soon the world!",Data Science Data Analysis Sqlite SQL
IBM Data Engineering Professional Certificate,IBM,Beginner,4.6,https://in.coursera.org/professional-certificates/ibm-data-engineer,"This Professional Certificate is for anyone who wants to develop job-ready skills, tools, and a portfolio for an entry-level data engineer position. Throughout the self-paced online courses, you will immerse yourself in the role of a data engineer and acquire the essential skills you need to work with a range of tools and databases to design, deploy, and manage structured and unstructured data.  

By the end of this Professional Certificate, you will be able to explain and perform the key tasks required in a data engineering role. You will use the Python programming language and Linux/UNIX shell scripts to extract, transform and load (ETL) data. You will work with Relational Databases (RDBMS) and query data using SQL statements. You will use NoSQL databases and unstructured data.  You will be introduced to Big Data and work with Big Data engines like Hadoop and Spark.  You will gain experience with creating Data Warehouses and utilize Business Intelligence tools to analyze and extract insights.   

This program does not require any prior data engineering, or programming experience.  

This program is ACE® recommended—when you complete, you can earn up to 12 college credits.  ",Relational Database Management Syste (RDBMS) ETL & Data Pipelines NoSQL and Big Data Apache Spark SQL Data Science Database (DBMS) NoSQL Python Programming Data Analysis Pandas  Numpy
Meta Back-End Developer Professional Certificate,Meta,Beginner,4.7,https://in.coursera.org/professional-certificates/meta-back-end-developer,"Ready to gain new skills and learn the tools developers use to create websites and web applications? This 10-course program, designed by the software engineering experts at  Meta, will prepare you for an entry-level career as a back-end developer. 

On completion, you’ll get access to the Meta Career Programs Job Board—a job search platform that connects you with 200+ employers who have committed to sourcing talent through Meta’s certificate programs, as well as career support resources to help you with your job search.

In this program, you’ll learn:

Python Syntax—the most popular choice for machine learning, data science and artificial intelligence.

In-demand programming skills and how to confidently use code to solve problems. 

Linux commands and Git repositories to implement version control.

The world of data storage and databases using MySQL, and how to craft sophisticated SQL queries. 

Django web framework and how the front-end consumes data from the REST APIs. 

How to prepare for technical interviews for back-end developer roles.

Any third-party trademarks and other intellectual property (including logos and icons) referenced in the learning experience remain the property of their respective owners. Unless specifically identified as such, Coursera’s use of third-party intellectual property does not indicate any relationship, sponsorship, or endorsement between Coursera and the owners of these trademarks or other intellectual property.",Cloud Hosting Application Programming Interfaces (API) Python Programming Data Structure Computer Programming Django (Web Framework) Linux Web Development Bash (Unix Shell) Github Version Control MySQL
Attract and Engage Customers with Digital Marketing,Google,Beginner,4.8,https://in.coursera.org/learn/attract-and-engage-customers,"Attract and Engage Customers with Digital Marketing is the second of seven courses in the Google Digital Marketing & E-commerce Certificate. In this course you will practice using search engine optimization (SEO), search engine marketing (SEM), and display advertising to attract and engage customers online. You will explore the stages of the marketing funnel and learn how to use digital marketing tactics to move customers through the stages. You’ll learn how to increase the quality and quantity of website traffic by understanding SEO fundamentals like keyword research, search engine algorithms, and link building. You will also learn about paid search and advertising, and explore tactics used to gain visibility and reach potential customers on search engine results pages, or SERPs. By the end of this course you’ll be able to apply digital marketing strategies, best practices, and tools to increase awareness of a business, understand customer needs, and engage people's interests with products and services. 

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify customer personas and build your target audience
- Describe the marketing funnel’s purpose and benefits
- Know how to increase your conversion rate
- Explain the purpose of SEO and the essential SEO terms to know
- Use Google Search Console and its reports to monitor a site’s presence in Google Search results
- Recognize the benefits of SEM and why to do it
- Understand the fundamentals of Google Ads and targeting audiences",Website Structure Customer Awareness Google Search Engine Marketing Search Engine Optimization (SEO)
Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,Beginner,4.8,https://in.coursera.org/learn/satisfaction-guaranteed,"You made it! Satisfaction Guaranteed: Develop Customer Loyalty Online is the seventh and final course in the Google Digital Marketing & E-commerce Certificate. In this course, you’ll explore strategies for building customer loyalty in e-commerce. You’ll also explore specific tools to develop and maintain client relationships. At the end of the course you’ll work through a scenario that demonstrates your ability to deliver a successful e-commerce strategy. Finally, you’ll wrap up the course by building professional development skills. We encourage you to complete courses 1–6 before beginning this course because they provide the foundation necessary to complete the activities at the end of this course. 

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the seven courses in this program will be prepared to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify common strategies for building customer loyalty in e-commerce
- Understand how to successfully manage client relationships and measure satisfaction
- Monitor an e-commerce store’s performance
- Update an e-commerce store based on data 
- Complete a portfolio scenario to prepare for job interviews
- Find, apply for, and prepare for interviews and jobs
- Put together a portfolio and/or resume to present to employers",Job preparedness Customer Relationship Management (CRM) Portfolio preparation E-commerce store optimization Building customer loyalty
Think Outside the Inbox: Email Marketing,Google,Beginner,4.7,https://in.coursera.org/learn/think-outside-the-inbox,"Think Outside the Inbox: Email Marketing is the fourth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course will explore how to execute a successful email marketing campaign. Email marketing is one of the oldest and most proven digital marketing channels, and it is an essential component of an overall digital marketing strategy. Email is a primary channel for many businesses in reaching existing customers, encouraging interaction with the business, driving purchases, and building loyalty. In this course, you’ll explore email marketing and cover topics like: creating an email marketing strategy, executing email campaigns, and measuring the results of those campaigns. You’ll also learn how to use mailing lists and utilize automation and workflows.

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Write effective preview text and subject lines using best practices
- Create email marketing automation and workflows
- Build and maintain email lists
- Write effective email copy
- Conduct contact management and list segmentation
- Employ best practices to handle personally identifiable information, or PII, and user data safely
- Measure and analyze email campaign results",Email Writing Email list segmentation Email marketing strategy Email marketing analytics Contact management
Modern Application Development with Python on AWS Specialization,AWS,Beginner,4.7,https://in.coursera.org/specializations/aws-python-serverless-development,"This specialization is designed to help you master the skills of designing and building cloud-native applications on AWS. We begin with the foundational technical and cloud knowledge that you need to have to build in the AWS Cloud. In the first course, you will be introduced to several AWS compute services, different storage and database offerings that AWS provides, AWS’ networking capabilities, monitoring capabilities and the AWS IAM service. 

The second course of the specialization explores how to build an API driven application using Amazon API Gateway for serverless API hosting, AWS Lambda for serverless computing and Amazon Cognito for serverless authentication. 

Modern applications require a modern database. Hence, the third course introduces you to NoSQL databases and the challenges they solve. We will dive deep into Amazon DynamoDB topics such as recovery, SDKs, partition keys, security and encryption, global tables, stateless applications, streams, and best practices. DynamoDB is a key-value and document database that delivers single-digit millisecond performance at any scale.

Finally, you’ll learn how to use Amazon CodeGuru Reviewer to detect issues and identify recommendations to improve the quality and security of your code.

Note: There are 4 versions of this specialization. We recommend you choose the Specialization based on your programming language or platform of choice: Java, .NET, Node.js & Python.",Amazon Dynamodb Cloud Computing Architecture Serverless Computing Application development AWS Identity and Access Management Networking on AWS AWS Management Console Cloud Computing Aws security NoSQL Database Cryptography Workload
Assess for Success: Marketing Analytics and Measurement,Google,Beginner,4.6,https://in.coursera.org/learn/assess-for-success,"Assess for Success: Marketing Analytics and Measurement is the fifth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course explores marketing analytics practices and tools. Digital marketing and e-commerce professionals are expected to analyze data from various sources (such as web pages, digital marketing channels, and e-commerce sites) and use them to gain customer insights. You’ll create media plans and set performance goals. You’ll learn how to measure, manage, and analyze data from marketing campaigns using Google Analytics, Google Ads, and similar tools. Then, learn how to adjust a marketing budget according to insights extracted from key metrics. You’ll use A/B test results to optimize a campaign and identify metrics that define a campaign's success. You will be able to analyze and visualize data and insights in spreadsheets and prepare presentations to share campaign progress or results with stakeholders. 

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, while showing you some of the best tools and resources used on the job.

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Plan and allocate the spending of marketing budgets
- Describe the unique role of performance goals and key performance indicators (KPIs) in marketing campaigns
- Describe how tools like Google Analytics and Google Ads are used to measure website and ad campaign performance
- Describe how to determine the return on investment (ROI) or return on ad spend (ROAS) of a marketing project
- Prepare, conduct, and analyze the results from an A/B test to optimize a marketing campaign
- Apply spreadsheet features like sorting, filtering, and pivot tables to prepare data to be shared
- Create charts in spreadsheets for visualization of metrics",Digital marketing KPIs Spreadsheet management Presenting to stakeholders Media planning and strategies Marketing Analytics
Foundations of Digital Marketing and E-commerce,Google,Beginner,4.8,https://in.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,"This is the first of seven courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the roles and functions that those jobs play within an organization. You’ll also learn about the marketing funnel and how it shapes the customer journey. 

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, and helping you build your skills and prepare for the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Define the fields of digital marketing and e-commerce
- Describe the job responsibilities of an entry-level digital marketing coordinator and e-commerce analyst (and similar job titles) 
- Summarize how this program will help prepare you for a career in digital marketing and e-commerce
- Identify the roles and functions that digital marketing and e-commerce play within an organization
- Understand the customer journey and the function of journey maps
- Explain the concept of a marketing funnel
- Understand the elements and goals of a digital marketing and e-commerce strategy",Marketing Customer loyalty E-Commerce Marketing Analytics Customer Outreach
From Likes to Leads: Interact with Customers Online,Google,Beginner,4.8,https://in.coursera.org/learn/from-likes-to-leads,"From Likes to Leads: Interact with Customers Online is the third of seven courses in the Google Digital Marketing & E-commerce Certificate. This course will help you develop social media marketing strategies. Social media is a key digital marketing channel for many businesses because of the large number of people who use social platforms to socialize, interact with businesses, and share content. No digital marketing strategy is complete without an online brand presence where customers can engage with a brand. In this course you’ll explore social media platforms and identify which platform is the most appropriate for specific business needs. You’ll learn how to create content for social media using graphic design principles for marketers and learn how to manage a social media presence. In addition you’ll set goals and success metrics for social media ads. 

Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify the five core pillars of social media marketing: strategy, planning and publishing, listening and engagement, analytics and reporting, and advertising
- Determine how to choose social media platforms for a campaign
- Understand how to boost engagement on social media
- Learn how to write, design, and repurpose engaging content for social media
- Recognize how to use the data gathered from social media analytics as a decision-making tool
- Learn best practices for presenting a social media report
- Achieve specific marketing goals through the use of paid social media",Social Listening Social Media Bidding Customer Engagement Social Media Analytics Social Media Branding
Teaching Impacts of Technology in K-12 Education Specialization,UC San Diego,Beginner,4.8,https://in.coursera.org/specializations/teach-impacts-technology-k12-education,"2% That’s the estimate of how many high school students in all of California took a Computer Science class in 2015. And yet, computers and data are everywhere. Just consider a typical 24 hours in your life … how many different computer devices do you use? We all live in multiple digital worlds that are changing rapidly with new apps, devices, and data analyses offering a constant stream of innovations and technology integrations for our lives.

As it's an integral part of our lives, we’re working towards computer science for all - making it possible for every student, every future member of society, to understand computing and technology. To do so, we need teachers. Teachers prepared to both teach computational concepts and use best practices so kids enjoy and see they can be successful in computer science. This is where you (and this Specialization) come in!

In this Specialization you will both learn about the impacts of computing in our world and how to teach these impacts to K-12 students. We offer both the technical knowledge and also the pedagogical approaches for teaching these concepts. Along the way you’ll engage with freely available materials you can use in your own classroom, as well as learn from teachers currently teaching these concepts in their classrooms.", Impacts of computing
